A,EstadoA,B,EstadoB
CAIEIRAS,SP,MAIRIPORÃ,SP
CAIEIRAS,SP,SÃO PAULO,SP
CAIUÁ,SP,MARABÁ PAULISTA,SP
CAIUÁ,SP,PANORAMA,SP
CAIUÁ,SP,PRESIDENTE EPITÁCIO,SP
CAIUÁ,SP,PRESIDENTE VENCESLAU,SP
CAJAMAR,SP,FRANCO DA ROCHA,SP
CAJAMAR,SP,JUNDIAÍ,SP
CAJAMAR,SP,PIRAPORA DO BOM JESUS,SP
CAJAMAR,SP,SANTANA DE PARNAÍBA,SP
CAJAMAR,SP,SÃO PAULO,SP
CAJATI,SP,ELDORADO,SP
CAJATI,SP,JACUPIRANGA,SP
CAJOBI,SP,EMBAÚBA,SP
CAJOBI,SP,MONTE AZUL PAULISTA,SP
CAJOBI,SP,OLÍMPIA,SP
CAJOBI,SP,PARAÍSO,SP
CAJOBI,SP,SEVERÍNIA,SP
CAJOBI,SP,TABAPUÃ,SP
CAJURU,SP,CÁSSIA DOS COQUEIROS,SP
CAJURU,SP,MOCOCA,SP
CAJURU,SP,SANTA CRUZ DA ESPERANÇA,SP
CAJURU,SP,SANTA ROSA DE VITERBO,SP
CAJURU,SP,SANTO ANTÔNIO DA ALEGRIA,SP
CAJURU,SP,SÃO SIMÃO,SP
CAJURU,SP,TAMBAÚ,SP
CAMPINA DO MONTE ALEGRE,SP,ITAPETININGA,SP
CAMPINAS,SP,HORTOLÂNDIA,SP
CAMPINAS,SP,INDAIATUBA,SP
CAMPINAS,SP,ITATIBA,SP
CAMPINAS,SP,ITUPEVA,SP
CAMPINAS,SP,JAGUARIÚNA,SP
CAMPINAS,SP,MONTE MOR,SP
CAMPINAS,SP,MORUNGABA,SP
CAMPINAS,SP,PAULÍNIA,SP
CAMPINAS,SP,PEDREIRA,SP
CAMPINAS,SP,SUMARÉ,SP
CAMPINAS,SP,VALINHOS,SP
CAMPO LIMPO PAULISTA,SP,FRANCISCO MORATO,SP
CAMPO LIMPO PAULISTA,SP,FRANCO DA ROCHA,SP
CAMPO LIMPO PAULISTA,SP,JARINU,SP
CAMPO LIMPO PAULISTA,SP,JUNDIAÍ,SP
CAMPO LIMPO PAULISTA,SP,VÁRZEA PAULISTA,SP
CAMPOS DO JORDÃO,SP,GUARATINGUETÁ,SP
CAMPOS DO JORDÃO,SP,PINDAMONHANGABA,SP
CAMPOS DO JORDÃO,SP,SANTO ANTÔNIO DO PINHAL,SP
CAMPOS DO JORDÃO,SP,SÃO BENTO DO SAPUCAÍ,SP
CAMPOS DO JORDÃO,SP,PIRANGUÇU,MG
CAMPOS NOVOS PAULISTA,SP,ECHAPORÃ,SP
CAMPOS NOVOS PAULISTA,SP,IBIRAREMA,SP
CAMPOS NOVOS PAULISTA,SP,MARÍLIA,SP
CAMPOS NOVOS PAULISTA,SP,OCAUÇU,SP
CAMPOS NOVOS PAULISTA,SP,PLATINA,SP
CAMPOS NOVOS PAULISTA,SP,RIBEIRÃO DO SUL,SP
CAMPOS NOVOS PAULISTA,SP,SÃO PEDRO DO TURVO,SP
CANANÉIA,SP,IGUAPE,SP
CANANÉIA,SP,ILHA COMPRIDA,SP
CANANÉIA,SP,JACUPIRANGA,SP
CANANÉIA,SP,PARIQUERA-AÇU,SP
CANANÉIA,SP,GUARAQUEÇABA,PR
CANAS,SP,LORENA,SP
CÂNDIDO MOTA,SP,PALMITAL,SP
CÂNDIDO MOTA,SP,PLATINA,SP
CÂNDIDO MOTA,SP,TARUMÃ,SP
CÂNDIDO MOTA,SP,ITAMBARACÁ,PR
CÂNDIDO MOTA,SP,SANTA MARIANA,PR
CÂNDIDO RODRIGUES,SP,FERNANDO PRESTES,SP
CÂNDIDO RODRIGUES,SP,MONTE ALTO,SP
CÂNDIDO RODRIGUES,SP,TAQUARITINGA,SP
CANITAR,SP,CHAVANTES,SP
CANITAR,SP,OURINHOS,SP
CANITAR,SP,SANTA CRUZ DO RIO PARDO,SP
CANITAR,SP,JACAREZINHO,PR
CAPÃO BONITO,SP,ELDORADO,SP
CAPÃO BONITO,SP,GUAPIARA,SP
CAPÃO BONITO,SP,ITAPETININGA,SP
CAPÃO BONITO,SP,ITAPEVA,SP
CAPÃO BONITO,SP,RIBEIRÃO GRANDE,SP
CAPÃO BONITO,SP,SÃO MIGUEL ARCANJO,SP
CAPÃO BONITO,SP,SETE BARRAS,SP
CAPÃO BONITO,SP,TAQUARIVAÍ,SP
CAPELA DO ALTO,SP,IPERÓ,SP
CAPELA DO ALTO,SP,ITAPETININGA,SP
CAPELA DO ALTO,SP,SARAPUÍ,SP
CAPELA DO ALTO,SP,TATUÍ,SP
CAPIVARI,SP,ELIAS FAUSTO,SP
CAPIVARI,SP,MOMBUCA,SP
CAPIVARI,SP,MONTE MOR,SP
CAPIVARI,SP,PORTO FELIZ,SP
CAPIVARI,SP,RAFARD,SP
CAPIVARI,SP,RIO DAS PEDRAS,SP
CAPIVARI,SP,SANTA BÁRBARA D'OESTE,SP
CARAGUATATUBA,SP,NATIVIDADE DA SERRA,SP
CARAGUATATUBA,SP,PARAIBUNA,SP
CARAGUATATUBA,SP,SALESÓPOLIS,SP
CARAPICUÍBA,SP,COTIA,SP
CARAPICUÍBA,SP,JANDIRA,SP
CARAPICUÍBA,SP,OSASCO,SP
CARDOSO,SP,MACEDÔNIA,SP
CARDOSO,SP,MIRA ESTRELA,SP
CARDOSO,SP,PARISI,SP
CARDOSO,SP,PEDRANÓPOLIS,SP
CARDOSO,SP,PONTES GESTAL,SP
CARDOSO,SP,RIOLÂNDIA,SP
CARDOSO,SP,SÃO FRANCISCO DE SALES,MG
CASA BRANCA,SP,ITOBI,SP
CASA BRANCA,SP,MOCOCA,SP
CASA BRANCA,SP,SANTA CRUZ DAS PALMEIRAS,SP
CASA BRANCA,SP,SÃO JOSÉ DO RIO PARDO,SP
CASA BRANCA,SP,TAMBAÚ,SP
CASA BRANCA,SP,VARGEM GRANDE DO SUL,SP
CÁSSIA DOS COQUEIROS,SP,MOCOCA,SP
CÁSSIA DOS COQUEIROS,SP,SANTO ANTÔNIO DA ALEGRIA,SP
CÁSSIA DOS COQUEIROS,SP,MONTE SANTO DE MINAS,MG
CASTILHO,SP,ITAPURA,SP
CASTILHO,SP,NOVA INDEPENDÊNCIA,SP
CASTILHO,SP,PAULICÉIA,SP
CASTILHO,SP,SÃO JOÃO DO PAU D'ALHO,SP
CASTILHO,SP,TRÊS LAGOAS,MS
CATANDUVA,SP,CATIGUÁ,SP
CATANDUVA,SP,ELISIÁRIO,SP
CATANDUVA,SP,EMBAÚBA,SP
CATANDUVA,SP,ITAJOBI,SP
CATANDUVA,SP,MARAPOAMA,SP
CATANDUVA,SP,NOVAIS,SP
CATANDUVA,SP,PALMARES PAULISTA,SP
CATANDUVA,SP,PARAÍSO,SP
CATANDUVA,SP,PINDORAMA,SP
CATANDUVA,SP,TABAPUÃ,SP
CATIGUÁ,SP,ELISIÁRIO,SP
CATIGUÁ,SP,IBIRÁ,SP
CATIGUÁ,SP,TABAPUÃ,SP
CATIGUÁ,SP,UCHOA,SP
CEDRAL,SP,GUAPIAÇU,SP
CEDRAL,SP,IBIRÁ,SP
CEDRAL,SP,POTIRENDABA,SP
CEDRAL,SP,SÃO JOSÉ DO RIO PRETO,SP
CEDRAL,SP,UCHOA,SP
CERQUEIRA CÉSAR,SP,IARAS,SP
CERQUEIRA CÉSAR,SP,ITAÍ,SP
CERQUEIRA CÉSAR,SP,MANDURI,SP
CERQUEIRA CÉSAR,SP,PIRAJU,SP
CERQUILHO,SP,CESÁRIO LANGE,SP
CERQUILHO,SP,JUMIRIM,SP
CERQUILHO,SP,LARANJAL PAULISTA,SP
CERQUILHO,SP,TATUÍ,SP
CERQUILHO,SP,TIETÊ,SP
CESÁRIO LANGE,SP,LARANJAL PAULISTA,SP
CESÁRIO LANGE,SP,PEREIRAS,SP
CESÁRIO LANGE,SP,QUADRA,SP
CESÁRIO LANGE,SP,TATUÍ,SP
CHARQUEADA,SP,IPEÚNA,SP
CHARQUEADA,SP,ITIRAPINA,SP
CHARQUEADA,SP,PIRACICABA,SP
CHARQUEADA,SP,SÃO PEDRO,SP
CHAVANTES,SP,IPAUSSU,SP
CHAVANTES,SP,SANTA CRUZ DO RIO PARDO,SP
CHAVANTES,SP,TIMBURI,SP
CHAVANTES,SP,RIBEIRÃO CLARO,PR
CLEMENTINA,SP,COROADOS,SP
CLEMENTINA,SP,GABRIEL MONTEIRO,SP
CLEMENTINA,SP,LUIZIÂNIA,SP
CLEMENTINA,SP,PIACATU,SP
CLEMENTINA,SP,SANTÓPOLIS DO AGUAPEÍ,SP
COLINA,SP,JABORANDI,SP
COLINA,SP,MONTE AZUL PAULISTA,SP
COLINA,SP,SEVERÍNIA,SP
COLINA,SP,TERRA ROXA,SP
COLÔMBIA,SP,GUAÍRA,SP
COLÔMBIA,SP,FRUTAL,MG
CONCHAL,SP,ENGENHEIRO COELHO,SP
CONCHAL,SP,MOGI GUAÇU,SP
CONCHAL,SP,MOGI MIRIM,SP
CONCHAS,SP,LARANJAL PAULISTA,SP
CONCHAS,SP,PEREIRAS,SP
CONCHAS,SP,PIRACICABA,SP
CONCHAS,SP,PORANGABA,SP
CORDEIRÓPOLIS,SP,IRACEMÁPOLIS,SP
CORDEIRÓPOLIS,SP,LIMEIRA,SP
CORDEIRÓPOLIS,SP,SANTA GERTRUDES,SP
COROADOS,SP,GLICÉRIO,SP
CORONEL MACEDO,SP,FARTURA,SP
CORONEL MACEDO,SP,ITABERÁ,SP
CORONEL MACEDO,SP,ITAÍ,SP
CORONEL MACEDO,SP,ITAPORANGA,SP
CORONEL MACEDO,SP,TAGUAÍ,SP
CORONEL MACEDO,SP,TAQUARITUBA,SP
CORUMBATAÍ,SP,ITIRAPINA,SP
CORUMBATAÍ,SP,LEME,SP
CORUMBATAÍ,SP,RIO CLARO,SP
CORUMBATAÍ,SP,SANTA CRUZ DA CONCEIÇÃO,SP
COSMÓPOLIS,SP,HOLAMBRA,SP
COSMÓPOLIS,SP,LIMEIRA,SP
COSMÓPOLIS,SP,PAULÍNIA,SP
COSMORAMA,SP,PALESTINA,SP
COSMORAMA,SP,SEBASTIANÓPOLIS DO SUL,SP
COSMORAMA,SP,TANABI,SP
COSMORAMA,SP,VOTUPORANGA,SP
COTIA,SP,EMBU DAS ARTES,SP
COTIA,SP,IBIÚNA,SP
COTIA,SP,ITAPECERICA DA SERRA,SP
COTIA,SP,ITAPEVI,SP
COTIA,SP,JANDIRA,SP
COTIA,SP,OSASCO,SP
COTIA,SP,SÃO LOURENÇO DA SERRA,SP
COTIA,SP,SÃO PAULO,SP
COTIA,SP,SÃO ROQUE,SP
COTIA,SP,TABOÃO DA SERRA,SP
COTIA,SP,VARGEM GRANDE PAULISTA,SP
CRAVINHOS,SP,GUATAPARÁ,SP
CRAVINHOS,SP,LUÍS ANTÔNIO,SP
CRAVINHOS,SP,RIBEIRÃO PRETO,SP
CRAVINHOS,SP,SÃO SIMÃO,SP
CRAVINHOS,SP,SERRA AZUL,SP
CRAVINHOS,SP,SERRANA,SP
CRISTAIS PAULISTA,SP,FRANCA,SP
CRISTAIS PAULISTA,SP,JERIQUARA,SP
CRISTAIS PAULISTA,SP,PEDREGULHO,SP
CRISTAIS PAULISTA,SP,RIBEIRÃO CORRENTE,SP
CRISTAIS PAULISTA,SP,CLARAVAL,MG
CRUZÁLIA,SP,MARACAÍ,SP
CRUZÁLIA,SP,PEDRINHAS PAULISTA,SP
CRUZÁLIA,SP,TARUMÃ,SP
CRUZEIRO,SP,LAVRINHAS,SP
CRUZEIRO,SP,PIQUETE,SP
CRUZEIRO,SP,SILVEIRAS,SP
CRUZEIRO,SP,PASSA QUATRO,MG
CUBATÃO,SP,SANTO ANDRÉ,SP
CUBATÃO,SP,SANTOS,SP
CUBATÃO,SP,SÃO BERNARDO DO CAMPO,SP
CUBATÃO,SP,SÃO VICENTE,SP
CUNHA,SP,GUARATINGUETÁ,SP
CUNHA,SP,LAGOINHA,SP
CUNHA,SP,LORENA,SP
CUNHA,SP,SÃO JOSÉ DO BARREIRO,SP
CUNHA,SP,SÃO LUÍS DO PARAITINGA,SP
CUNHA,SP,SILVEIRAS,SP
CUNHA,SP,PARATY,RJ
DESCALVADO,SP,LUÍS ANTÔNIO,SP
DESCALVADO,SP,PIRASSUNUNGA,SP
DESCALVADO,SP,PORTO FERREIRA,SP
DESCALVADO,SP,SANTA RITA DO PASSA QUATRO,SP
DESCALVADO,SP,SÃO CARLOS,SP
DIADEMA,SP,SÃO BERNARDO DO CAMPO,SP
DIADEMA,SP,SÃO PAULO,SP
DIRCE REIS,SP,JALES,SP
DIRCE REIS,SP,PALMEIRA D'OESTE,SP
DIRCE REIS,SP,PONTALINDA,SP
DIRCE REIS,SP,SÃO FRANCISCO,SP
DIVINOLÂNDIA,SP,SÃO JOSÉ DO RIO PARDO,SP
DIVINOLÂNDIA,SP,SÃO SEBASTIÃO DA GRAMA,SP
DIVINOLÂNDIA,SP,POÇOS DE CALDAS,MG
DOBRADA,SP,GUARIBA,SP
DOBRADA,SP,MATÃO,SP
DOBRADA,SP,MOTUCA,SP
DOBRADA,SP,SANTA ERNESTINA,SP
DOBRADA,SP,TAQUARITINGA,SP
DOIS CÓRREGOS,SP,DOURADO,SP
DOIS CÓRREGOS,SP,JAÚ,SP
DOIS CÓRREGOS,SP,MINEIROS DO TIETÊ,SP
DOIS CÓRREGOS,SP,SANTA MARIA DA SERRA,SP
DOIS CÓRREGOS,SP,SÃO MANUEL,SP
DOIS CÓRREGOS,SP,TORRINHA,SP
DOLCINÓPOLIS,SP,JALES,SP
DOLCINÓPOLIS,SP,PARANAPUÃ,SP
DOLCINÓPOLIS,SP,TURMALINA,SP
DOLCINÓPOLIS,SP,VITÓRIA BRASIL,SP
DOURADO,SP,JAÚ,SP
DOURADO,SP,RIBEIRÃO BONITO,SP
DOURADO,SP,TRABIJU,SP
DRACENA,SP,JUNQUEIRÓPOLIS,SP
DRACENA,SP,OURO VERDE,SP
DRACENA,SP,PIQUEROBI,SP
DRACENA,SP,PRESIDENTE VENCESLAU,SP
DRACENA,SP,RIBEIRÃO DOS ÍNDIOS,SP
DRACENA,SP,TUPI PAULISTA,SP
DUARTINA,SP,FERNÃO,SP
DUARTINA,SP,GÁLIA,SP
DUARTINA,SP,LUCIANÓPOLIS,SP
DUARTINA,SP,PIRATININGA,SP
DUMONT,SP,GUATAPARÁ,SP
DUMONT,SP,PRADÓPOLIS,SP
DUMONT,SP,RIBEIRÃO PRETO,SP
DUMONT,SP,SERTÃOZINHO,SP
ECHAPORÃ,SP,LUTÉCIA,SP
ECHAPORÃ,SP,MARÍLIA,SP
ECHAPORÃ,SP,ORIENTE,SP
ECHAPORÃ,SP,OSCAR BRESSANE,SP
ECHAPORÃ,SP,PLATINA,SP
ECHAPORÃ,SP,POMPÉIA,SP
ELDORADO,SP,IPORANGA,SP
ELDORADO,SP,JACUPIRANGA,SP
ELDORADO,SP,REGISTRO,SP
ELDORADO,SP,RIBEIRÃO GRANDE,SP
ELDORADO,SP,SETE BARRAS,SP
ELIAS FAUSTO,SP,INDAIATUBA,SP
ELIAS FAUSTO,SP,ITU,SP
ELIAS FAUSTO,SP,MONTE MOR,SP
ELIAS FAUSTO,SP,PORTO FELIZ,SP
ELIAS FAUSTO,SP,SALTO,SP
ELISIÁRIO,SP,IBIRÁ,SP
ELISIÁRIO,SP,MARAPOAMA,SP
ELISIÁRIO,SP,URUPÊS,SP
EMBAÚBA,SP,NOVAIS,SP
EMBAÚBA,SP,PARAÍSO,SP
EMBAÚBA,SP,TABAPUÃ,SP
EMBU-GUAÇU,SP,ITAPECERICA DA SERRA,SP
EMBU-GUAÇU,SP,JUQUITIBA,SP
EMBU-GUAÇU,SP,SÃO LOURENÇO DA SERRA,SP
EMBU-GUAÇU,SP,SÃO PAULO,SP
EMBU DAS ARTES,SP,ITAPECERICA DA SERRA,SP
EMBU DAS ARTES,SP,SÃO PAULO,SP
EMBU DAS ARTES,SP,TABOÃO DA SERRA,SP
EMILIANÓPOLIS,SP,FLORA RICA,SP
EMILIANÓPOLIS,SP,JUNQUEIRÓPOLIS,SP
EMILIANÓPOLIS,SP,PRESIDENTE BERNARDES,SP
EMILIANÓPOLIS,SP,RIBEIRÃO DOS ÍNDIOS,SP
EMILIANÓPOLIS,SP,SANTO EXPEDITO,SP
ENGENHEIRO COELHO,SP,LIMEIRA,SP
ENGENHEIRO COELHO,SP,MOGI MIRIM,SP
ESPÍRITO SANTO DO PINHAL,SP,ESTIVA GERBI,SP
ESPÍRITO SANTO DO PINHAL,SP,ITAPIRA,SP
ESPÍRITO SANTO DO PINHAL,SP,MOGI GUAÇU,SP
ESPÍRITO SANTO DO PINHAL,SP,SANTO ANTÔNIO DO JARDIM,SP
ESPÍRITO SANTO DO PINHAL,SP,SÃO JOÃO DA BOA VISTA,SP
ESPÍRITO SANTO DO TURVO,SP,PAULISTÂNIA,SP
ESPÍRITO SANTO DO TURVO,SP,SANTA CRUZ DO RIO PARDO,SP
ESTIVA GERBI,SP,MOGI GUAÇU,SP
ESTRELA D'OESTE,SP,FERNANDÓPOLIS,SP
ESTRELA D'OESTE,SP,GUARANI D'OESTE,SP
ESTRELA D'OESTE,SP,JALES,SP
ESTRELA D'OESTE,SP,PONTALINDA,SP
ESTRELA D'OESTE,SP,SÃO JOÃO DAS DUAS PONTES,SP
ESTRELA D'OESTE,SP,TURMALINA,SP
ESTRELA D'OESTE,SP,VITÓRIA BRASIL,SP
ESTRELA DO NORTE,SP,PIRAPOZINHO,SP
ESTRELA DO NORTE,SP,SANDOVALINA,SP
ESTRELA DO NORTE,SP,TARABAI,SP
EUCLIDES DA CUNHA PAULISTA,SP,ROSANA,SP
EUCLIDES DA CUNHA PAULISTA,SP,TEODORO SAMPAIO,SP
EUCLIDES DA CUNHA PAULISTA,SP,PARANAVAÍ,PR
EUCLIDES DA CUNHA PAULISTA,SP,TERRA RICA,PR
FARTURA,SP,ITAPORANGA,SP
FARTURA,SP,PIRAJU,SP
FARTURA,SP,SARUTAIÁ,SP
FARTURA,SP,TAGUAÍ,SP
FARTURA,SP,TEJUPÁ,SP
FARTURA,SP,TIMBURI,SP
FARTURA,SP,CARLÓPOLIS,PR
FARTURA,SP,RIBEIRÃO CLARO,PR
FERNANDO PRESTES,SP,ITÁPOLIS,SP
FERNANDO PRESTES,SP,MONTE ALTO,SP
FERNANDO PRESTES,SP,SANTA ADÉLIA,SP
FERNANDO PRESTES,SP,TAQUARITINGA,SP
FERNANDÓPOLIS,SP,GUARANI D'OESTE,SP
FERNANDÓPOLIS,SP,MACEDÔNIA,SP
FERNANDÓPOLIS,SP,MERIDIANO,SP
FERNANDÓPOLIS,SP,PEDRANÓPOLIS,SP
FERNANDÓPOLIS,SP,SÃO JOÃO DAS DUAS PONTES,SP
FERNANDÓPOLIS,SP,SÃO JOÃO DE IRACEMA,SP
FERNÃO,SP,GÁLIA,SP
FERNÃO,SP,LUCIANÓPOLIS,SP
FERRAZ DE VASCONCELOS,SP,ITAQUAQUECETUBA,SP
FERRAZ DE VASCONCELOS,SP,MAUÁ,SP
FERRAZ DE VASCONCELOS,SP,POÁ,SP
FERRAZ DE VASCONCELOS,SP,RIBEIRÃO PIRES,SP
FERRAZ DE VASCONCELOS,SP,SÃO PAULO,SP
FERRAZ DE VASCONCELOS,SP,SUZANO,SP
FLORA RICA,SP,FLÓRIDA PAULISTA,SP
FLORA RICA,SP,IRAPURU,SP
FLORA RICA,SP,JUNQUEIRÓPOLIS,SP
FLORA RICA,SP,PACAEMBU,SP
FLORA RICA,SP,PRESIDENTE PRUDENTE,SP
FLORA RICA,SP,SANTO EXPEDITO,SP
FLOREAL,SP,GASTÃO VIDIGAL,SP
FLOREAL,SP,MAGDA,SP
FLOREAL,SP,NHANDEARA,SP
FLOREAL,SP,VOTUPORANGA,SP
FLÓRIDA PAULISTA,SP,LAVÍNIA,SP
FLÓRIDA PAULISTA,SP,MARIÁPOLIS,SP
FLÓRIDA PAULISTA,SP,PACAEMBU,SP
FLÓRIDA PAULISTA,SP,PRESIDENTE PRUDENTE,SP
FLÓRIDA PAULISTA,SP,VALPARAÍSO,SP
FRANCA,SP,PATROCÍNIO PAULISTA,SP
FRANCA,SP,RESTINGA,SP
FRANCA,SP,RIBEIRÃO CORRENTE,SP
FRANCA,SP,SÃO JOSÉ DA BELA VISTA,SP
FRANCA,SP,CLARAVAL,MG
FRANCA,SP,IBIRACI,MG
FRANCISCO MORATO,SP,FRANCO DA ROCHA,SP
FRANCO DA ROCHA,SP,JUNDIAÍ,SP
FRANCO DA ROCHA,SP,MAIRIPORÃ,SP
GABRIEL MONTEIRO,SP,GUARARAPES,SP
GABRIEL MONTEIRO,SP,PIACATU,SP
GÁLIA,SP,GARÇA,SP
GÁLIA,SP,LUCIANÓPOLIS,SP
GÁLIA,SP,PRESIDENTE ALVES,SP
GÁLIA,SP,UBIRAJARA,SP
GARÇA,SP,LUPÉRCIO,SP
GARÇA,SP,OCAUÇU,SP
GARÇA,SP,PIRAJUÍ,SP
GARÇA,SP,PRESIDENTE ALVES,SP
GARÇA,SP,VERA CRUZ,SP
GASTÃO VIDIGAL,SP,MAGDA,SP
GASTÃO VIDIGAL,SP,MONÇÕES,SP
GASTÃO VIDIGAL,SP,NHANDEARA,SP
GASTÃO VIDIGAL,SP,NOVA CASTILHO,SP
GASTÃO VIDIGAL,SP,NOVA LUZITÂNIA,SP
GASTÃO VIDIGAL,SP,TURIÚBA,SP
GAVIÃO PEIXOTO,SP,MATÃO,SP
GAVIÃO PEIXOTO,SP,NOVA EUROPA,SP
GENERAL SALGADO,SP,MAGDA,SP
GENERAL SALGADO,SP,NOVA CASTILHO,SP
GENERAL SALGADO,SP,PONTALINDA,SP
GENERAL SALGADO,SP,SANTO ANTÔNIO DO ARACANGUÁ,SP
GENERAL SALGADO,SP,SÃO JOÃO DE IRACEMA,SP
GETULINA,SP,GUAIÇARA,SP
GETULINA,SP,GUAIMBÊ,SP
GETULINA,SP,LINS,SP
GETULINA,SP,LUIZIÂNIA,SP
GETULINA,SP,MARÍLIA,SP
GETULINA,SP,POMPÉIA,SP
GETULINA,SP,PROMISSÃO,SP
GETULINA,SP,QUEIROZ,SP
GLICÉRIO,SP,PENÁPOLIS,SP
GLICÉRIO,SP,ZACARIAS,SP
GUAIÇARA,SP,LINS,SP
GUAIÇARA,SP,PROMISSÃO,SP
GUAIÇARA,SP,SABINO,SP
GUAIMBÊ,SP,JÚLIO MESQUITA,SP
GUAIMBÊ,SP,LINS,SP
GUAIMBÊ,SP,MARÍLIA,SP
GUAÍRA,SP,IPUÃ,SP
GUAÍRA,SP,MIGUELÓPOLIS,SP
GUAÍRA,SP,MORRO AGUDO,SP
GUAÍRA,SP,CONCEIÇÃO DAS ALAGOAS,MG
GUAÍRA,SP,PLANURA,MG
GUAPIAÇU,SP,OLÍMPIA,SP
GUAPIAÇU,SP,ONDA VERDE,SP
GUAPIAÇU,SP,SÃO JOSÉ DO RIO PRETO,SP
GUAPIAÇU,SP,UCHOA,SP
GUAPIARA,SP,IPORANGA,SP
GUAPIARA,SP,ITAPEVA,SP
GUAPIARA,SP,RIBEIRÃO BRANCO,SP
GUAPIARA,SP,RIBEIRÃO GRANDE,SP
GUARÁ,SP,IPUÃ,SP
GUARÁ,SP,ITUVERAVA,SP
GUARÁ,SP,NUPORANGA,SP
GUARÁ,SP,SÃO JOAQUIM DA BARRA,SP
GUARÁ,SP,SÃO JOSÉ DA BELA VISTA,SP
GUARAÇAÍ,SP,IRAPURU,SP
GUARAÇAÍ,SP,JUNQUEIRÓPOLIS,SP
GUARAÇAÍ,SP,MIRANDÓPOLIS,SP
GUARAÇAÍ,SP,MURUTINGA DO SUL,SP
GUARAÇAÍ,SP,NOVA INDEPENDÊNCIA,SP
GUARAÇAÍ,SP,PEREIRA BARRETO,SP
GUARACI,SP,ICÉM,SP
GUARACI,SP,OLÍMPIA,SP
GUARACI,SP,FRUTAL,MG
GUARANI D'OESTE,SP,INDIAPORÃ,SP
GUARANI D'OESTE,SP,MACEDÔNIA,SP
GUARANI D'OESTE,SP,OUROESTE,SP
GUARANI D'OESTE,SP,TURMALINA,SP
GUARANTÃ,SP,JÚLIO MESQUITA,SP
GUARANTÃ,SP,PIRAJUÍ,SP
GUARANTÃ,SP,PONGAÍ,SP
GUARARAPES,SP,OSVALDO CRUZ,SP
GUARARAPES,SP,PIACATU,SP
GUARARAPES,SP,RUBIÁCEA,SP
GUARARAPES,SP,SALMOURÃO,SP
GUARARAPES,SP,VALPARAÍSO,SP
GUARAREMA,SP,JACAREÍ,SP
GUARAREMA,SP,MOGI DAS CRUZES,SP
GUARAREMA,SP,SALESÓPOLIS,SP
GUARAREMA,SP,SANTA BRANCA,SP
GUARAREMA,SP,SANTA ISABEL,SP
GUARATINGUETÁ,SP,LAGOINHA,SP
GUARATINGUETÁ,SP,LORENA,SP
GUARATINGUETÁ,SP,PINDAMONHANGABA,SP
GUARATINGUETÁ,SP,PIQUETE,SP
GUARATINGUETÁ,SP,POTIM,SP
GUARATINGUETÁ,SP,DELFIM MOREIRA,MG
GUAREÍ,SP,ITAPETININGA,SP
GUAREÍ,SP,PORANGABA,SP
GUAREÍ,SP,QUADRA,SP
GUAREÍ,SP,TATUÍ,SP
GUAREÍ,SP,TORRE DE PEDRA,SP
GUARIBA,SP,JABOTICABAL,SP
GUARIBA,SP,MOTUCA,SP
GUARIBA,SP,PRADÓPOLIS,SP
GUARIBA,SP,SANTA ERNESTINA,SP
GUARIBA,SP,TAQUARITINGA,SP
GUARUJÁ,SP,SANTOS,SP
GUARULHOS,SP,ITAQUAQUECETUBA,SP
GUARULHOS,SP,MAIRIPORÃ,SP
GUARULHOS,SP,NAZARÉ PAULISTA,SP
GUARULHOS,SP,SANTA ISABEL,SP
GUARULHOS,SP,SÃO PAULO,SP
GUATAPARÁ,SP,LUÍS ANTÔNIO,SP
GUATAPARÁ,SP,MOTUCA,SP
GUATAPARÁ,SP,PRADÓPOLIS,SP
GUATAPARÁ,SP,RIBEIRÃO PRETO,SP
GUATAPARÁ,SP,RINCÃO,SP
GUZOLÂNDIA,SP,PALMEIRA D'OESTE,SP
GUZOLÂNDIA,SP,SANTO ANTÔNIO DO ARACANGUÁ,SP
GUZOLÂNDIA,SP,SUD MENNUCCI,SP
HERCULÂNDIA,SP,POMPÉIA,SP
HERCULÂNDIA,SP,QUEIROZ,SP
HERCULÂNDIA,SP,QUINTANA,SP
HERCULÂNDIA,SP,TUPÃ,SP
HOLAMBRA,SP,JAGUARIÚNA,SP
HOLAMBRA,SP,MOGI MIRIM,SP
HOLAMBRA,SP,PAULÍNIA,SP
HOLAMBRA,SP,SANTO ANTÔNIO DE POSSE,SP
HORTOLÂNDIA,SP,MONTE MOR,SP
HORTOLÂNDIA,SP,SUMARÉ,SP
IACANGA,SP,IBITINGA,SP
IACANGA,SP,ITAJU,SP
IACANGA,SP,REGINÓPOLIS,SP
IACRI,SP,PARAPUÃ,SP
IACRI,SP,PIACATU,SP
IACRI,SP,RINÓPOLIS,SP
IACRI,SP,SANTÓPOLIS DO AGUAPEÍ,SP
IACRI,SP,TUPÃ,SP
IBATÉ,SP,RIBEIRÃO BONITO,SP
IBATÉ,SP,SÃO CARLOS,SP
IBIRÁ,SP,POTIRENDABA,SP
IBIRÁ,SP,UCHOA,SP
IBIRÁ,SP,URUPÊS,SP
IBIRAREMA,SP,PALMITAL,SP
IBIRAREMA,SP,PLATINA,SP
IBIRAREMA,SP,RIBEIRÃO DO SUL,SP
IBIRAREMA,SP,SALTO GRANDE,SP
IBIRAREMA,SP,CAMBARÁ,PR
IBITINGA,SP,ITAJU,SP
